348
260
0,0,0,0,0,457.771,213.626,411.994,335.698,503.548,183.108,1068.13,701.915,442.512,228.885,1403.83,7171.74,8255.13,2075.23,1846.34,3692.68,5401.69,8026.25,14221.4,13336.4,6240.94,3082.32,2410.93,1647.97,1922.64,1754.79
0,0,0,0,137.331,259.403,473.03,198.367,335.698,152.59,488.289,1068.13,717.174,473.03,396.735,1281.76,7248.04,8545.05,2273.59,1571.68,3494.32,5172.81,8239.87,14557.1,12954.9,6195.16,3295.95,2304.11,2059.97,1785.31,1724.27
0,0,0,0,76.295,183.108,381.476,198.367,289.921,274.662,427.253,839.246,625.62,442.512,488.289,1266.5,7309.07,8163.58,2151.52,1525.9,3692.68,4608.22,8041.5,13931.5,12985.4,6210.42,3540.09,2319.37,1907.38,1663.23,1693.75
0,0,0,0,106.813,259.403,396.735,244.144,228.885,289.921,473.03,991.836,549.325,473.03,411.994,1281.76,6866.56,8163.58,2288.85,1678.49,3662.17,4852.37,8499.28,13962,12527.7,5722.13,3463.8,2288.85,1815.82,1617.46,1541.16
0,0,0,0,106.813,305.18,396.735,198.367,320.439,259.403,518.807,1052.87,732.433,457.771,381.476,1403.83,7171.74,8072.02,2426.18,1571.68,3555.35,5111.77,8575.57,14206.1,12405.6,6088.35,3433.28,2426.18,2059.97,1861.6,1480.13
0,0,0,0,183.108,198.367,411.994,289.921,274.662,244.144,671.397,1007.1,640.879,427.253,488.289,1281.76,6958.11,8239.87,2349.89,1693.75,3585.87,5127.03,8468.76,13916.2,12771.8,6286.72,3479.06,2304.11,1770.05,1663.23,1525.9
0,0,0,0,122.072,198.367,320.439,259.403,274.662,289.921,503.548,946.059,625.62,427.253,335.698,1251.24,7232.78,8010.99,2334.63,1617.46,3677.42,4684.52,8224.61,14847,12558.2,6057.83,3341.73,2319.37,1968.41,1739.53,1632.72
0,0,0,0,106.813,228.885,411.994,183.108,228.885,259.403,366.217,854.505,564.584,488.289,381.476,1266.5,7095.45,7522.7,2243.08,1480.13,3631.65,5004.96,8819.71,14068.8,12817.6,6408.79,3387.5,2105.75,2044.71,1617.46,1739.53
0,0,0,0,61.036,259.403,381.476,305.18,274.662,335.698,457.771,1052.87,656.138,457.771,305.18,1510.64,6851.3,8056.76,2365.15,1632.72,3677.42,4608.22,8270.39,14160.4,12817.6,6347.75,3387.5,2380.41,1815.82,1693.75,1541.16
0,0,0,0,167.849,274.662,457.771,213.626,198.367,335.698,503.548,1098.65,595.102,518.807,595.102,1266.5,6836.04,8117.8,2273.59,1831.08,3723.2,4943.92,8331.43,14465.6,12954.9,5813.69,3509.58,1998.93,1953.15,1846.34,1449.61
0,0,0,0,152.59,213.626,396.735,244.144,213.626,228.885,473.03,1068.13,656.138,473.03,396.735,1419.09,7431.14,8194.09,2288.85,1754.79,3509.58,5188.07,8514.53,13916.2,12954.9,6195.16,3570.61,2136.26,1922.64,1571.68,1632.72
